text,labels
update : icy spots remain on some roads across alabama . consider switching to four-legged-drive before traveling to the liquor store tomorrow,0
"recap of my husband 's photos from 10:30- 11:20 am yday , when he had huge trouble getting through that crowd of 1.5 m .",0
i 'm cry . i love her . protect her,0
good point,0
smells like school spirit,0
trump protesting dog at auditorium shores,0
"tell us , # mendesarmy . why do you deserve to win # bestfanarmy at the # iheartawards ? ! rt to vote !",0
my sporting body with <user> <user> on day he unifies super-middleweight div ' <user>,0
amy adams is currently slaying the # goldenglobes red carpet with her purple dress ! emoji_1345 emoji_1723,0
just landed in la ! beautiful day ! duck hunting all week as we close in on signing date ! still have no voice . lost it playing laser tag !,0
behind the scene of blue jasmine .,0
would have been first in silver <user>,0
i did some frida kahlo inspired hair and won a class competition for it emoji_70 emoji_8,0
like thieves in the night <user> 202-224-5922 & <user> 202-224-2934 voted to take health insurance from millions of texans . # saveaca,0
this account just where i dump selfies now,0
add my ill lil self,0
i was so pale,0
this movie is so beautiful,0
not like this but like this .,0
i 'm not a boy for once,0
wild animals should stay wild . who would 've thought # boycottthezoo emoji_113,0
tonight 's <user> starting lineups . # wethenorth,0
such a privilege to be able to sit down & speak with all who joined us today for a wonderful afternoon and discussion . photo by <user>,0
"ardyn : how about a hug , noct ? noct : i don 't think so ...",0
"y : "" i 'm glad you could come over . this couch was feeling a bit empty by myself . """,0
breaking news : lay 's releases new flavor !,0
looks like someone changed the hollywood sign again,0
. <user> humbled to be named cork business of the year <user> awards . sincere thanks for this award on behalf of all our employees .,0
when random girls call u cute vs when random boys call u cute,0
the definition of fresh ... happy hunting this weekend !,0
it would be legendary if one of these guys set an a b line on pennsylvania ave .,0
"up , up and away with sussan ley # auspol # leygate",0
secretary ( 2002 ),0
"lincoln would be so proud ! ! meet the new leader of the free world , president donald j . trump ! # inauguration2017 # inauguration",0
it 's not photoshop,0
strange stuff & thangs happen on # friday13th emoji_0 emoji_70 emoji_19,0
500 rts + 200 replies ? # workfromhome # bestmusicvideo # iheartawards,0
rocky .,0
supernova directed / shot by art club models : <user> <user> <user> makeup by : <user> shot taken : 1/18 / 2017 emoji_214,0
beauty queen of only 18,0
"we get it , lincoln , you vape .",0
# bap's airport fashion 2016 # zelo emoji_70 emoji_70 emoji_1495 emoji_1203,0
"spring semester day 1 : not always comfortable , but remember you 're moving toward something great emoji_36",0
• newwallpaper • for : <user> • rt and fav • follow me,0
this is so beautiful,0
"“ the loop ” at bannerman park in st . john ’ s , newfoundland … especially beautiful on this winter night . # outdoors # family",0
i think snuggles are in order for these cuties on this # fursuitfriday <user> and <user> picture by <user> emoji_1495 emoji_1495 emoji_1495 emoji_245 emoji_238,0
i only wanted what was real # thefoundersaremyprophytes # j13 # alphachapter emoji_78 emoji_1883,0
happy birthday idolo emoji_466 emoji_344,0
when u have a friend that 's younger than u,0
ooh .. doesn 't this good ? ? ? ? emoji_1345,0
""" what are you doing this weekend ? "" me :",0
why elmo . why . # elmoments,0
fired up to announce the most recent addition to the empire family : <user> standout safety alex gray ( <user> ) !,0
"ss / rhp kendrick lejune ( jennings ) showed actions & arm strength (8 5 mph ) , simple lh stroke , & a 6.9 60 - yd # unsignedseniorshowcase",0
sunday work day ! season is almost here ! # lmbaseball,0
slay all day emoji_2 emoji_2 emoji_2,0
get into it ! # goldenglobes emoji_491,0
"klenofsky becomes the eighth hawk selected by an <user> team , including 6th in the last 7 years . he leaves w / 36 career wins and 32 shutouts .",0
# dcu select <user> defender jo vetle rimstad w / the 43rd overall pick in the <user> # superdraft ! welcome to the & jo vetle ! emoji_344 emoji_466,0
it just looks so right ... # therise # cuin17 <user>,0
the fondue is ready !,0
this is why we internet .,0
the lady sitting next to me was just staring at my bag lol she 's probably like 'get this animu garbage away from me ',0
i 'm the cutest person on the earth,0
without faith it is impossible to please god,0
views ft yosemite emoji_1160,0
. <user> and <user> leave inaugural parade . # inauguration # trump45,0
in case you think you 're a flop look at the pictures i took of the fireworks on the new years,0
defending last year 's championship thanks to god we made it # eastsoccer emoji_310 emoji_310 emoji_310 emoji_330,0
king of being cute,0
"listen , this needs to stop",0
here at the marshall hall of fame for the reunion of the 1971-72 <user> ncaa tournament team .,0
i 'm not jst anybody baby emoji_1844,0
it can still happen ! # inauguration,0
vote for z # pillowtalk # bestmusicvideo # iheartawards,0
i didn 't take pics for the brunch so here 's one of <user> . just for the culture,0
the rebellion has started . # benihragu,0
this is why i barely respond to dms .,0
i took a few pics :p,0
former teammates . # nykvsbos # knicks emoji_358,0
monthly twitter flex emoji_831,0
someday i 'll finish this if i can stop getting distracted by overwatch,0
proud of you boss ! # congratsmrh,0
my mom found my man in a magazine,0
and the first person to do the glitch to me goes to this guy,0
# waybackwednesday ron hextall picked up 180 pims and had 8 tilts in 3 seasons with the brandon wheat kings # whl # flyers,0
<user> please # makemondaynightfootballgreatagain bring back <user>,0
the mvp .,0
amem britney,0
special full team g / a - any team you want ! - 1 very lucky winner - follow <user> to win ! - ends at 355 followers - good luck emoji_423 emoji_423 emoji_1003,0
here 's the eea treaty that says you can be in the single market and temporarily suspend freedom of movement <user>,0
when you wake up in the morning and you feel classy af,0
my favorite photo of the entire day .,0
camila 's smile is a precious thing,0
"# mlk was always a courageous voice ahead of his time ! on # martinlutherkingday , this quote from his on # antisemitism & anti - # zionism .",0
nope <user> its bc you & deniers have major conflicts & must prove ur allegiance 2 usa 1st . # theresistance # traitors # trumpleaks # p2,0
eight years of hope and change by nobel peace prize winner <user> race based lynchings have returned to america .,0
even mother nature gave us a glorious day to say our peace . thank you to every person there . together we 've made history . # womensmarch,0
when you click through a comment on instagram and strike gold .,0
"crashboat , agudilla . <user> emoji_401 emoji_403",0
this is so important and everyone needs to read this,0
"train . eat . fight . repeat . for sgt annemarie e . baker , a day as a marine is very similar to a day preparing for bodybuilding competitions .",0
"# idoallofmybestthinking while i 'm dreaming , in technicolor of course .",0
i 'm never borrowing a calculator from the school 's library again .,0
leafs are on fire ( via <user> ) # tmltalk emoji_2,0
today is the last day you can retweet this emoji_590 emoji_590,0
biden : but i wanna go to the party obama : no joe biden : but — obama : want some ice cream biden : okay # trumpinauguration,0
one of my senior photos can 't believe i 'm graduating in a few months . i was 12 yesterday emoji_8,0
getting pretty pumped for # raveintheredwoods - has the potential to be a genuinely scary zombie map emoji_1003 emoji_1102,0
andrew langdon qc has formally taken over from chantal-aim ée doerries qc as chairman of the bar for 2017,0
“ we gotta get to the hospital . jesus got hurt . ” # thefosters,0
rt to win : 25 $ sephora gift card must be following to win ! good luck ! emoji_119 emoji_623,0
coloring + action practice ? this made me hate shading on white,0
luka sabbat wearing a dior suit emoji_196,0
hqs | <user> w / # vindiesel <user> <user> <user> <user> <user> # xxxthemovie photocall in mexico ( jan 5 ),0
'who are you ? ' 'im you but stronger ',0
me : i 'm over johnlock john and sherlock : [ tenderly hug ] me :,0
"master ! garmr was doing good , right ? right ! ? # 放サモ",0
thread on what we expect from the # 5h3 era : emoji_8,0
""" i made harry potter and the noscopers stone """,0
next with ashton irwin we will learn from his book # bamstraightinthepan how to make scrambled eggs emoji_4440 emoji_4440,0
gorgeous house emoji_238,0
this old stone barn in ireland is calling out to me .,0
thrilled that bbc dj <user> is a fan of # greyhounds as # petsnotbets would be amazing if you shared the huge anti-industry protest emoji_623 emoji_36,0
literally my favorite kind of people,0
when you get a message that is just a nine second long fart with no explanation .,0
women of all ages came toether to demand equality and justice for all ! # womensmarch # womensmarchonwashington # jointheresistance,0
my shining will never stop,0
haha dude please stop or,0
the # jso honor guard and motor units attended the funeral of <user> master sgt . clayton . rip master sgt . debra clayton . emoji_344 emoji_344 emoji_1495 emoji_344 emoji_344,0
