id,tweet,sarcastic,rephrase,dialect
674,    خلق جميل احترام اي انسان فقط لأنه انسان مهما كانت ديانته,0,,msa
675, عندما يسيل الحِبر دماً.... فالكتابة أصبحت بدعة في شرقنا، ويا للأسف.في ذكرى جبران تويني. ,0,,msa
676, أنشيلوتي يقول أن المانسيتي هو من يتحصل على لقب دوري الأبطال، و انه يتكلم مع بيريز بشكل مستمر ... تجربة تدريب ريال مدريد ضرورية لكل مدرب ,0,,msa
677,عبرت الخارجية الأميركية عن قلقها حيال التقارير التي تحدثت عن أن بلدية  القدس تزمع السير بخطة بناء 500 وحدة سكنية في القدس الشرقية,0,,msa
678,عمر سليمان قتل و تعذيب المصريين في مبني المخابرات بالوكالة عن أمريكا، و قتل إخواننا الفلسطينيين في غزة,0,,egypt
679,و فيا تضاد علي الاخر انا العاجز انا القادر و انا الموجود فيه منه كتير ف نفس الوقت انا نادر  صلاح جاهين,0,,egypt
680,5 من لا يوافق الرئاسة على هذه الرؤية ويعارضها مكانه الوحيد في السجون وغياهبها!,0,,msa
681,  ستبقي حلبحره ✋👌 باذن الله ,0,,msa
682,تعرضت لكل هذا من معسكر أخر بعد قانون العزل وواجهته وفندت زيفه أرى نفسي في كتلة ثالثة ليست مع عودة النظام القديم ولا مع هيمنة فصيل واحد,0,,gulf
683,الإرهاب نهايته 'مزبلة التاريخ',0,,msa
684,الا يستطيع خيرت الشاطر ان يتصل بحازم ابو اسماعيل ليطلب منه ان يكف ارهابه عن المصريين ام ان الشاطر موافق على ارهاب ابواسماعيل الاجابة واضحة,0,,egypt
685, 🔘 الإسلام هو دين الحرية الذي نتعلَّم منه أن لا نقبل بأن نُستعبَد لأحدٍ، وأن لا نكون عبيد إلاَّ لله سبحانه وتعالى.💚ذكرئ.المولد.النبوي.الشريف ,0,,msa
686,"لمن يعتقد ان صداقتي بجون ستيوارت اليهودي تهمة,شوفوا حلقاته:هاجم منع المآذن في سويسرا,ومنع مسجد منهاتن وهاجم اسرائيل في اللي بتعمله في غزة",0,,msa
687, يانبى سلام عليك  ماهر زين,0,,msa
688, بعد عامين شر.. جانا صوت من وسط الشجر.. قال خلاص عهد الظلم مر .. الباطل راح والحق انتصر .. ورد الحاج كرر يا علاء. بنغازي ,0,,msa
689,يااااااه يا مالك بترد على حالة مر عليها 31 يوم؟! :) حالة الانقسام التي شهدتها القوى الديموقراطية هي التي أدت لذلك,0,,msa
690,اسبوع العلوم والتقنية2016.    ايفون,0,,msa
691, ها علاش روسيا صفحت لتركيا و تنازلت عن حقها في قضية إسقاط الطائرة روخوي و مقتل قائدها. ,0,,msa
692, بالنسبة لبلادنا السعوديه ،،، الذين يسألون عن كيفية تقديممساعدات لإخواننا السوريين النازحين واللاجئين كان اللهفي عونهم سواءً داخل سوريا أو ,0,,msa
693,ورغم ان الكلام اصلا بينقص حاجة كل ما زاد ورغم انى جدع وتقيل وعمرى ما اقولها بالساهل  من زمان جدا  محمد محسن,0,,egypt
694,عيد الأم أم صينية  97  سنة تعتني بإبنها  60  سنة المصاب بشلل رباعي منذ 19 سنة هو قلب الأم مهما تقادمت بها السنون,0,,msa
695,زاهر ده كنز من كنوز مصر علاء وجمال مبارك وراء نجاح دورة حوض النيل  ,0,,egypt
696,🔴  موسكو: الامم المتحدة لم ترسل اي اقتراح لايصال مساعداتها الانسانية بعد تحرير  الجيش السوري لـ40% من احياء شرق حلب,0,,msa
697,شاهد - آخر كلام: إضراب عمال النقل العام  ,0,,msa
698,إبراهيم عيسى قلم شجاع وضمير يقظ وعلامة بارزة فى تاريخ المهنة تحية له ولفريق الدستور وستبقى حرية الصحافة فى مصر ثمرة مستحقة لنضال الصحفيين,0,,msa
699, وصول وزير خارجية تركيا الى بيت الوسط ,0,,msa
700,ادين مثل باقي المصريين جميعا الاعتداء الهمجي علي الاستاذ خالد داوود بواسطه انصار الاخوان الارهابيين الثوره ستنتصر علي الارهاب,0,,msa
701,مايكل أوين: أعتقد أن أعظم لاعب لعب لـ ريال مدريد في كل العصور هو كريستيانو رونالدو، يليه بوشكاش  اسطورة,0,,msa
702,افضل مباراة تنس شاهدتها اي مباراة يلعبها فيدرر هي الأفضل 💙 بس اكيد مباراة 2008 فيدرر ونادال,0,,egypt
703,  روسيا و  الصين تجهضان مشروع قرار بشأن  حلب بـ  مجلس الأمن ,0,,msa
704,واحشني قوي و انا مقصر معاك عندك حق :) كلم شادي و الشباب و خلينا نتقابل يوم الجمعة و العشاء عليا,0,,egypt
705,المجد لله ثم لك انت ياشهيد  جـــيكا  سيد وزة,0,,msa
706,خالص العزاء فى الشهيد جندى القوات المسلحة وفى الشهداء المعتصمين سلميا سلامة أرواح وضمان حريات المصريين مسئولية من يديرون البلاد,0,,msa
707, سلام وحب لقيثارة الروح كل سنة وانت طيبة   فيروز ,0,,msa
708, عاجل القدس قوات الاحتلال تقتحم حي عين اللوزة في بلدة سلوان جنوب المسجد  الأقصى وتبقى مآذن القدس ,0,,msa
709,الوزير  كيري: أرحب بإعلان كافة الأطراف في  اليمن التزامها بتجديد وقف الأعمال العدائية الذي كان قد بدأ السبت لفترة أولية قدرها 48 ساعة. 1/4,0,,msa
710,تبا لك  مارك - -,0,,msa
711, يآحبيبي تعآ قبل الليل و يآ عيوني لآ تنامي    فيروز . ,0,,msa
712, ناقصه الزعيم عادل إمام  مهرجان القاهره السينمائي ,0,,egypt
713,  التغطية مستمرة  لافروف : مقاتلو المعارضة الرافضين مغادرة شرق  حلب سيعاملون كإرهابيين.  روسيا  سوريا نقطة من اول السطر ,0,,msa
714, حركة كايدينهم  مصر  قول كلمه للسيسي وخد فولو هديه ياسيسى يا اصيييييل  احنا شباب هنصوت للسيسى  سأنتخب السيسي,0,,egypt
715,توصيل.مشاوير.طلبات.اغراض0569339790 جدة اوبر كريم توصيل توصيل طلبات مشواري مشوار مشاوير . تاكسي جدة  توصيل جدة تاكسي مشاوير جدة,0,,msa
716,مستقبلنا مرهون بأن نخرج أنفسنا من الظلمات الي النور حزب الدستور: قيم إنسانية عدالة اجتماعية عقل علم معا سنغير,0,,msa
717,الأعداد في مسيرة مدينة نصر جبااااااااارة تذكرني ب ٢٨ يناير,0,,msa
718, الرجيم القاسي هو أحد أسباب تسارع تساقط الشعر،، وذلك بسبب الحرمان من فيتامينات وبروتينات ومعادن مهمة لصحة الشعر.  ريال مدريد ,0,,msa
719,بنغازيﺍﻟﻘﻮﺍﺕ ﺍﻟﻤﺴﻠﺤﺔ ﺗﻠﻘﻲ ﺍﻟﻘﺒﺾ ﻋﻠﻰ 4 ﺃﺷﺨﺎﺹ ﻣﻦ يحملون ﺍﻟﺠﻨﺴﻴﺔﺍﻟﺴﻮﺩﺍﻧﻴﺔ ﺣﺎﻭﻟﻮ ﺍﻟﻔﺮﺍﺭﻣﻦ ﻣﻨﻄﻘﺔ ﻗﻨﻔﻮﺩﻩ ﻭﻣﻌﻬﻢ ﻣﺒﻠﻎ ﻣﺎﻟﻲ ﻛﺒﻴﺮ,0,,msa
720, قريباً سيتم طرد عناصر علي محسن وهاشم الأحمر  والإصلاح من منفذ الوديعة. والطائرات التي يتعبدونها قد تستهدفهم غداً.  اليمن  السعودية ,0,,msa
721,كثير من الناس ماتقبل فكرة اوبر او كريمومايدري انه جميع موظفينهم عليهم رقابة شديدة من الشركة لان جميع معلوماتهم الشخصية مسجلة ١ اوبر كريم,0,,msa
722, كل سنه وانتي طيبه  فيروز ,0,,egypt
723, مندوبة  واشنطن: هل ستقوم  روسيا بادانة اي هجمات على المدنيين من قبل النظام؟  عاجل  أخبار  سوريا  حلب ,0,,msa
724,بعيدا عن الهزار بقى وكده من كل قلبي باقولها لك ربنا يسعدك زي ما بتسعد الناسقلبي وربي راضيين عليك يا أمردسلام عليكم,0,,egypt
725,فعاليات توزيع البورشور أمام المساجد و التوقيعات كانت رائعة و التجاوب كان استثنائيا سيتم رفع الصور بعد قليل,0,,msa
726,  بنغازي ..سقوط قذيفة في منطقة أرض زواوة قبل قليل نسال الله السلامة للجميع .. ,0,,msa
727, وأنت تسير على تراب فلسطيناحذر أن تدوس قدميك قبر شهيد🌾 القدس ,0,,msa
728, استجابه لمناشدة  عمرو أديب : السيسي يكلف الهيئه الهندسه للتعاون مع هيئة السكه الحديد لتطوير محطة أسوان علي نفقة الجيش والانتهاء ف اخر يناير ,0,,msa
729, صور من الإحتفالية   بمناسبة المولد النبوي  الشريف بحضور الاستاذة رشيدة المنصوري ومجموعة من خريجات جامع الزيتونة ,0,,msa
