,tweet
1346,There are people who say there is no hope left in the world but those people have not just booked ticket to see Creeper #creeper #gigs #excited
1347,Halloween is coming very soon which mean party like crazy No matter who you are DO NOT drink anything if you don’t know exactly what it is or it ha been unopened People do not have your best interest in mind so everyone please be safe and aware 🧡💛
1348,1 in 1000 men will develop breast cancer in their lifetime It ha a higher mortality rate for men because they haven’t been taught the early sign and that they can get it too Breast cancer awareness isn’t just for woman
1349,Being loyal should be the standard Being loyal should be the standard Being loyal should be the standard
1350,oh cool I drive to school in le than 12 hour and I’m frantically looking up fun fact about the final destination franchise for absolutely no reason it’s fine everything’s fiNE
1351,Time for my daily scroll through the target app to feel something
1352,wa Chris Harrison really that fundamental to the bachelor what are they gonna do forget how to function when there’s one rose left
1353,got a google calendar notif my boyfriend put think about dwarf in a an all day event
1354,every Tom Holland movie i've seen is a masterpiece i don't think it's coincidence anyways watch Cherry on apple TV and The Devil All The Time on Netflix
1355,i want tech to be banned for use in work relationship i don't ever want my boss asking me why im missing optional shit just write me up at that point
1356,I think the episode really fails co of that Some of the comedy is great the interaction between McKean and Scully are the best but the episode had sinister intent and everybody missed it
1357,Also it get forgotten just how often the Israeli military conduct raid just for fun to terrorise and demoralise the people who live there and to collectively punish the population This happens all the time out of sight
1358,It wa bad enough when some corporate wanker took one of the train I used to drive and made it a breakout area for their office but this This is next level
1359,Someone in Walmart asked my mom if I wa a boy or a girl in front of my FaCe so that’s how I’ve been
1360,Left a chai tea in my car last night baked all day in there today &amp just now I thought it would be a good idea to take a sip Someone come get me bc I’m clearly not ok
1361,Got razor burn on my mf armpit so that’s it this pain ain’t worth societal expectation on woman
1362,Also my Twitter seems v quiet what is going on
1363,Somebody ran up to me today to tell me they like my tattoo which is adorable but like how do people find these level of confidence
1364,What I’d do to be able to get the sims on my Switch 😩
1365,the one time I need my phone charger and I have brought the charging battery bank but forgoTTEN THE CORD I am dumb
1366,evERYTHING IS NOT A COMPETITION OF WHO HAD HAS IT WORSE OK BYEEE
1367,how would u kiss ur gorgon gf goodnight so many little snake face to kiss it would take so long
1368,This year I am thankful for all of my friend who have cat and regularly post pic of them on social medium
1369,Absolutely disgusting Tr mp say he love domestic terrorist and spends most of the minute long video complaining about election and not condemning their action today Rot in fucking hell
1370,J&amp J update arm and back have been sore aching all day and went through some pretty intense fever chill last night Would do again 100x over in a heartbeat
1371,woke up from a dream this morning that my high school best friend wa pregnant we don’t talk anymore she posted an announcement this afternoon oh august you will be funnn ☁️∞🔮
1372,so in loveee🥵😍
1373,there is no greater joy than to have an endlessly changing horizon
1374,Owwwww stressful day
1375,Does anyone have any recommendation for over the counter topical pain relief that actually work
1376,Come on Tom Ford #snooker #WelshOpen
1377,lord may my ego calm itself before i go insane
1378,ever have those dream where everything that COULD be WAS and then you wake up and are like oh back in reality so soon
1379,hmmm why is lana del rey such a mood
1380,For once in my life I’m just feeling really really good and full of love for myself and others
1381,Currently feeling very disappointed in people that I know Just wow
1382,Think I just fell in love with a new song will be playing it 24 7 now
1383,just a psa you can be christian and still support basic human right
1384,i want to go to king island again before summer is over
1385,stop because i just thought of the cutest caption for when i get in a relationship i’ve finally found someone to watch stranger thing with 🥺
1386,Seeing John Mulaney perform tonight might honestly be one of my favorite experience I’ve ever had
1387,I turn 30 in just over three month from now and I’m feeling weird about it On one hand I know that aging is normal and okay and good and that most people are happier in their 30 compared to their 20 and that 30 is not old On the other hand I feel nervous and sad
1388,Mormons are a deeply traumatized people All of u Post current mainstream offshoot And the only way to heal from generational trauma like this is to acknowledge that we perpetuate it even without realizing it Leaving wa hard But staying wa harmful
1389,One of these day I want Scar to say something absolutely weird like his brand of weird and whoever he’s having a conversation with to just go what the fuck Scar in absolute baffling confusion
1390,I don’t like how bright the white text and icon are
1391,If ya headcanon Cub a an alien you could also make a Lilo and Stitch AU with Scar a Lilo and Cub a Stitch
1392,Pretending to blow on my beverage a I drink wine out of a mug during my zoom class because I am the queen of deception
1393,Listen if you can’t laugh at badly sprained your ankle doing a Mamma Mia themed Zumba video alone in your apartment in year two of a global pandemic and are now on bed rest for a week what can you laugh at
1394,Oops I watched a video about a service dog started to cry and now cannot stop hugging my pup so I’m just going to have to call it a day
1395,Some pretty great thing are happening at the call center Listen in to 104 5 for the Care A Thon Each dollar is being matched my friend
1396,Follow u at for update on the Care A Thon today Listen in for interview with Jaguars family and more 😁
1397,I’m defending the land I have left Click to do the same
1398,The first paper and I accepted a part of our special issue on intergroup conflict is now online Check it out at and kudos Sam Whitt and
1399,#EconTwitter Job candidate I already see some posting trickling in on and I’m always looking to procrastinate so send me your paper for comment My specialty are beh exp and eship innovation but I’ll read anything Dms open ✉️
